tracepoint,event_type,event_id,core_ts_us,ipc_worker_ts_us,ipc_latency_us,params
utxocache:add,utxocache_add,95af1dadb0f386588ca3eaf0fa9f5763b43a3637c35bbed310649aa75bcaefd9:0,237075761170,160695442947,-76380318223,"{""type"":""utxocache_add"",""txid"":""95af1dadb0f386588ca3eaf0fa9f5763b43a3637c35bbed310649aa75bcaefd9"",""vout"":0,""height"":60,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075761170}"
validation:block_connected,block_connected,5ee72b17fead30351bb6331abf8afd5c87b9945068841a3981dea5cd240828d3,237075761417,160695443163,-76380318254,"{""type"":""block_connected"",""hash"":""5ee72b17fead30351bb6331abf8afd5c87b9945068841a3981dea5cd240828d3"",""height"":60,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":250167,""timestamp_us"":237075761417}"
(internal BlockChecked),block_validated,5ee72b17fead30351bb6331abf8afd5c87b9945068841a3981dea5cd240828d3,237075761423,160695443218,-76380318205,"{""type"":""block_validated"",""hash"":""5ee72b17fead30351bb6331abf8afd5c87b9945068841a3981dea5cd240828d3"",""height"":-1,""tx_count"":1,""received_us"":237075761423,""validated_us"":237075761423,""accepted"":true}"
utxocache:add,utxocache_add,b3312bf799335afd02b0e9c1e06a0c77558e5d55dc09c6996b06119af50a2d48:0,237075763924,160695445615,-76380318309,"{""type"":""utxocache_add"",""txid"":""b3312bf799335afd02b0e9c1e06a0c77558e5d55dc09c6996b06119af50a2d48"",""vout"":0,""height"":61,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075763924}"
utxocache:add,utxocache_add,b3312bf799335afd02b0e9c1e06a0c77558e5d55dc09c6996b06119af50a2d48:0,237075973379,160695655125,-76380318254,"{""type"":""utxocache_add"",""txid"":""b3312bf799335afd02b0e9c1e06a0c77558e5d55dc09c6996b06119af50a2d48"",""vout"":0,""height"":61,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075973379}"
validation:block_connected,block_connected,3ba47489e1516e97997cce9f619d221b995a0f2409db1dfa3577741af27fd0dd,237075973584,160695655284,-76380318300,"{""type"":""block_connected"",""hash"":""3ba47489e1516e97997cce9f619d221b995a0f2409db1dfa3577741af27fd0dd"",""height"":61,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":214750,""timestamp_us"":237075973584}"
(internal BlockChecked),block_validated,3ba47489e1516e97997cce9f619d221b995a0f2409db1dfa3577741af27fd0dd,237075973589,160695655321,-76380318268,"{""type"":""block_validated"",""hash"":""3ba47489e1516e97997cce9f619d221b995a0f2409db1dfa3577741af27fd0dd"",""height"":-1,""tx_count"":1,""received_us"":237075973589,""validated_us"":237075973589,""accepted"":true}"
utxocache:add,utxocache_add,ac2335c3cb7141fe58f9d1878a54bfa1200206b80e732745a6201e61c662d068:0,237075973809,160695655526,-76380318283,"{""type"":""utxocache_add"",""txid"":""ac2335c3cb7141fe58f9d1878a54bfa1200206b80e732745a6201e61c662d068"",""vout"":0,""height"":62,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075973809}"
utxocache:add,utxocache_add,ac2335c3cb7141fe58f9d1878a54bfa1200206b80e732745a6201e61c662d068:0,237075973970,160695655657,-76380318313,"{""type"":""utxocache_add"",""txid"":""ac2335c3cb7141fe58f9d1878a54bfa1200206b80e732745a6201e61c662d068"",""vout"":0,""height"":62,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075973970}"
validation:block_connected,block_connected,6053c02a28540416d1ee2993379bee249c81950b7387ed2becea6579d4020ca6,237075974235,160695655916,-76380318319,"{""type"":""block_connected"",""hash"":""6053c02a28540416d1ee2993379bee249c81950b7387ed2becea6579d4020ca6"",""height"":62,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":267500,""timestamp_us"":237075974235}"
(internal BlockChecked),block_validated,6053c02a28540416d1ee2993379bee249c81950b7387ed2becea6579d4020ca6,237075974239,160695655946,-76380318293,"{""type"":""block_validated"",""hash"":""6053c02a28540416d1ee2993379bee249c81950b7387ed2becea6579d4020ca6"",""height"":-1,""tx_count"":1,""received_us"":237075974239,""validated_us"":237075974239,""accepted"":true}"
utxocache:add,utxocache_add,d44a410d43f3b80d11193f25f0ef1a9db0f94c5651877dff90aa6f9d48447808:0,237075974356,160695656062,-76380318294,"{""type"":""utxocache_add"",""txid"":""d44a410d43f3b80d11193f25f0ef1a9db0f94c5651877dff90aa6f9d48447808"",""vout"":0,""height"":63,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075974356}"
utxocache:add,utxocache_add,d44a410d43f3b80d11193f25f0ef1a9db0f94c5651877dff90aa6f9d48447808:0,237075975724,160695657413,-76380318311,"{""type"":""utxocache_add"",""txid"":""d44a410d43f3b80d11193f25f0ef1a9db0f94c5651877dff90aa6f9d48447808"",""vout"":0,""height"":63,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075975724}"
validation:block_connected,block_connected,5f46953215d23d6a7b7b1a16f50ba59659deb33e99b1638c5989c733c3a6a050,237075975997,160695657678,-76380318319,"{""type"":""block_connected"",""hash"":""5f46953215d23d6a7b7b1a16f50ba59659deb33e99b1638c5989c733c3a6a050"",""height"":63,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":278125,""timestamp_us"":237075975997}"
(internal BlockChecked),block_validated,5f46953215d23d6a7b7b1a16f50ba59659deb33e99b1638c5989c733c3a6a050,237075975999,160695657704,-76380318295,"{""type"":""block_validated"",""hash"":""5f46953215d23d6a7b7b1a16f50ba59659deb33e99b1638c5989c733c3a6a050"",""height"":-1,""tx_count"":1,""received_us"":237075975999,""validated_us"":237075975999,""accepted"":true}"
utxocache:add,utxocache_add,e8755ae554d259b162182691d9620df30b3144cf6ee1c141873ee1394d54df72:0,237075976108,160695657785,-76380318323,"{""type"":""utxocache_add"",""txid"":""e8755ae554d259b162182691d9620df30b3144cf6ee1c141873ee1394d54df72"",""vout"":0,""height"":64,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075976108}"
utxocache:add,utxocache_add,e8755ae554d259b162182691d9620df30b3144cf6ee1c141873ee1394d54df72:0,237075976240,160695657935,-76380318305,"{""type"":""utxocache_add"",""txid"":""e8755ae554d259b162182691d9620df30b3144cf6ee1c141873ee1394d54df72"",""vout"":0,""height"":64,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075976240}"
validation:block_connected,block_connected,62f891074979a7fcfe55691b2542242c017b10f5505d6a99823386baf526fb47,237075976320,160695658015,-76380318305,"{""type"":""block_connected"",""hash"":""62f891074979a7fcfe55691b2542242c017b10f5505d6a99823386baf526fb47"",""height"":64,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":82333,""timestamp_us"":237075976320}"
(internal BlockChecked),block_validated,62f891074979a7fcfe55691b2542242c017b10f5505d6a99823386baf526fb47,237075976323,160695658055,-76380318268,"{""type"":""block_validated"",""hash"":""62f891074979a7fcfe55691b2542242c017b10f5505d6a99823386baf526fb47"",""height"":-1,""tx_count"":1,""received_us"":237075976323,""validated_us"":237075976323,""accepted"":true}"
utxocache:add,utxocache_add,d08e61ef1f7f37e4e51a80227fe887a86871eb0366bb9c6ecf94c742bbbb8a88:0,237075976426,160695658110,-76380318316,"{""type"":""utxocache_add"",""txid"":""d08e61ef1f7f37e4e51a80227fe887a86871eb0366bb9c6ecf94c742bbbb8a88"",""vout"":0,""height"":65,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075976426}"
utxocache:add,utxocache_add,d08e61ef1f7f37e4e51a80227fe887a86871eb0366bb9c6ecf94c742bbbb8a88:0,237075977282,160695659205,-76380318077,"{""type"":""utxocache_add"",""txid"":""d08e61ef1f7f37e4e51a80227fe887a86871eb0366bb9c6ecf94c742bbbb8a88"",""vout"":0,""height"":65,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075977282}"
validation:block_connected,block_connected,2c571813e26855c093bb76903a9016340477d2eeea24646ba86826dceb2e7f54,237075977548,160695659504,-76380318044,"{""type"":""block_connected"",""hash"":""2c571813e26855c093bb76903a9016340477d2eeea24646ba86826dceb2e7f54"",""height"":65,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":265667,""timestamp_us"":237075977548}"
(internal BlockChecked),block_validated,2c571813e26855c093bb76903a9016340477d2eeea24646ba86826dceb2e7f54,237075977552,160695659808,-76380317744,"{""type"":""block_validated"",""hash"":""2c571813e26855c093bb76903a9016340477d2eeea24646ba86826dceb2e7f54"",""height"":-1,""tx_count"":1,""received_us"":237075977552,""validated_us"":237075977552,""accepted"":true}"
utxocache:add,utxocache_add,2d7ced1243b03838e449d49f7226530901f27b80d588454139c8f3ce3ab2ed60:0,237075977811,160695659869,-76380317942,"{""type"":""utxocache_add"",""txid"":""2d7ced1243b03838e449d49f7226530901f27b80d588454139c8f3ce3ab2ed60"",""vout"":0,""height"":66,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075977811}"
utxocache:add,utxocache_add,2d7ced1243b03838e449d49f7226530901f27b80d588454139c8f3ce3ab2ed60:0,237076188200,160695869940,-76380318260,"{""type"":""utxocache_add"",""txid"":""2d7ced1243b03838e449d49f7226530901f27b80d588454139c8f3ce3ab2ed60"",""vout"":0,""height"":66,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237076188200}"
validation:block_connected,block_connected,7680ed65faa8d38de8a4c62f4282b932f25335d2055cd396cd03e9200db82b9b,237076188392,160695870107,-76380318285,"{""type"":""block_connected"",""hash"":""7680ed65faa8d38de8a4c62f4282b932f25335d2055cd396cd03e9200db82b9b"",""height"":66,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":201583,""timestamp_us"":237076188392}"
(internal BlockChecked),block_validated,7680ed65faa8d38de8a4c62f4282b932f25335d2055cd396cd03e9200db82b9b,237076188396,160695870161,-76380318235,"{""type"":""block_validated"",""hash"":""7680ed65faa8d38de8a4c62f4282b932f25335d2055cd396cd03e9200db82b9b"",""height"":-1,""tx_count"":1,""received_us"":237076188396,""validated_us"":237076188396,""accepted"":true}"
utxocache:add,utxocache_add,c40d915cae5ea89ee354e08145f460f87a427152050a7ac99e60edde7bff2c4c:0,237076188597,160695870279,-76380318318,"{""type"":""utxocache_add"",""txid"":""c40d915cae5ea89ee354e08145f460f87a427152050a7ac99e60edde7bff2c4c"",""vout"":0,""height"":67,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237076188597}"
utxocache:add,utxocache_add,c40d915cae5ea89ee354e08145f460f87a427152050a7ac99e60edde7bff2c4c:0,237076188744,160695870442,-76380318302,"{""type"":""utxocache_add"",""txid"":""c40d915cae5ea89ee354e08145f460f87a427152050a7ac99e60edde7bff2c4c"",""vout"":0,""height"":67,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237076188744}"
validation:block_connected,block_connected,696e4a2a8e041908c09d023512e315ef2a772a65195725be741e722098757a55,237076188989,160695870679,-76380318310,"{""type"":""block_connected"",""hash"":""696e4a2a8e041908c09d023512e315ef2a772a65195725be741e722098757a55"",""height"":67,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":247750,""timestamp_us"":237076188989}"
(internal BlockChecked),block_validated,696e4a2a8e041908c09d023512e315ef2a772a65195725be741e722098757a55,237076188992,160695870715,-76380318277,"{""type"":""block_validated"",""hash"":""696e4a2a8e041908c09d023512e315ef2a772a65195725be741e722098757a55"",""height"":-1,""tx_count"":1,""received_us"":237076188992,""validated_us"":237076188992,""accepted"":true}"
utxocache:add,utxocache_add,5d39a958ed8bb0db6807d7405ea6338444dc5ea06aa7d736c22b200ac3aac160:0,237076189095,160695870779,-76380318316,"{""type"":""utxocache_add"",""txid"":""5d39a958ed8bb0db6807d7405ea6338444dc5ea06aa7d736c22b200ac3aac160"",""vout"":0,""height"":68,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237076189095}"
utxocache:add,utxocache_add,5d39a958ed8bb0db6807d7405ea6338444dc5ea06aa7d736c22b200ac3aac160:0,237076189206,160695870883,-76380318323,"{""type"":""utxocache_add"",""txid"":""5d39a958ed8bb0db6807d7405ea6338444dc5ea06aa7d736c22b200ac3aac160"",""vout"":0,""height"":68,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237076189206}"
validation:block_connected,block_connected,3ba380e8325a307dd05cb606eb1bcca45abdc2bb0c4dc6dd458719ad8d004db1,237076189278,160695870960,-76380318318,"{""type"":""block_connected"",""hash"":""3ba380e8325a307dd05cb606eb1bcca45abdc2bb0c4dc6dd458719ad8d004db1"",""height"":68,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":74667,""timestamp_us"":237076189278}"
(internal BlockChecked),block_validated,3ba380e8325a307dd05cb606eb1bcca45abdc2bb0c4dc6dd458719ad8d004db1,237076189281,160695870988,-76380318293,"{""type"":""block_validated"",""hash"":""3ba380e8325a307dd05cb606eb1bcca45abdc2bb0c4dc6dd458719ad8d004db1"",""height"":-1,""tx_count"":1,""received_us"":237076189281,""validated_us"":237076189281,""accepted"":true}"
utxocache:add,utxocache_add,10648ede1346adb9c6c01421966c5e96cb9e2367736d8a21c7e4d9b8500f4ca1:0,237076190209,160695871898,-76380318311,"{""type"":""utxocache_add"",""txid"":""10648ede1346adb9c6c01421966c5e96cb9e2367736d8a21c7e4d9b8500f4ca1"",""vout"":0,""height"":69,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237076190209}"
utxocache:add,utxocache_add,10648ede1346adb9c6c01421966c5e96cb9e2367736d8a21c7e4d9b8500f4ca1:0,237076190511,160695872189,-76380318322,"{""type"":""utxocache_add"",""txid"":""10648ede1346adb9c6c01421966c5e96cb9e2367736d8a21c7e4d9b8500f4ca1"",""vout"":0,""height"":69,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237076190511}"
validation:block_connected,block_connected,1260d17708b18259b7403b26d90377262f2b1e8b31d576b31e27f34f1fda303c,237076190608,160695872291,-76380318317,"{""type"":""block_connected"",""hash"":""1260d17708b18259b7403b26d90377262f2b1e8b31d576b31e27f34f1fda303c"",""height"":69,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":98958,""timestamp_us"":237076190608}"
(internal BlockChecked),block_validated,1260d17708b18259b7403b26d90377262f2b1e8b31d576b31e27f34f1fda303c,237076190610,160695872320,-76380318290,"{""type"":""block_validated"",""hash"":""1260d17708b18259b7403b26d90377262f2b1e8b31d576b31e27f34f1fda303c"",""height"":-1,""tx_count"":1,""received_us"":237076190610,""validated_us"":237076190610,""accepted"":true}"
utxocache:add,utxocache_add,4b2020e525b6f8deabae0dcd6571b0854ab5eaf412d1f795d01baed72434d8e4:0,237076190697,160695872374,-76380318323,"{""type"":""utxocache_add"",""txid"":""4b2020e525b6f8deabae0dcd6571b0854ab5eaf412d1f795d01baed72434d8e4"",""vout"":0,""height"":70,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237076190697}"
utxocache:add,utxocache_add,4b2020e525b6f8deabae0dcd6571b0854ab5eaf412d1f795d01baed72434d8e4:0,237076190807,160695872487,-76380318320,"{""type"":""utxocache_add"",""txid"":""4b2020e525b6f8deabae0dcd6571b0854ab5eaf412d1f795d01baed72434d8e4"",""vout"":0,""height"":70,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237076190807}"
validation:block_connected,block_connected,0f68c7fd75bdef62f20e2111768d79fd5cff945c0b24aeccbf0d685828c7b504,237076190875,160695872552,-76380318323,"{""type"":""block_connected"",""hash"":""0f68c7fd75bdef62f20e2111768d79fd5cff945c0b24aeccbf0d685828c7b504"",""height"":70,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":69125,""timestamp_us"":237076190875}"
(internal BlockChecked),block_validated,0f68c7fd75bdef62f20e2111768d79fd5cff945c0b24aeccbf0d685828c7b504,237076190878,160695872576,-76380318302,"{""type"":""block_validated"",""hash"":""0f68c7fd75bdef62f20e2111768d79fd5cff945c0b24aeccbf0d685828c7b504"",""height"":-1,""tx_count"":1,""received_us"":237076190878,""validated_us"":237076190878,""accepted"":true}"
utxocache:add,utxocache_add,ff01415a8489e54c5256df7baea7a74f7402ea8f6bbd49887c1ca552378c226f:0,237076192172,160695873850,-76380318322,"{""type"":""utxocache_add"",""txid"":""ff01415a8489e54c5256df7baea7a74f7402ea8f6bbd49887c1ca552378c226f"",""vout"":0,""height"":71,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237076192172}"
utxocache:add,utxocache_add,ff01415a8489e54c5256df7baea7a74f7402ea8f6bbd49887c1ca552378c226f:0,237076396077,160696077818,-76380318259,"{""type"":""utxocache_add"",""txid"":""ff01415a8489e54c5256df7baea7a74f7402ea8f6bbd49887c1ca552378c226f"",""vout"":0,""height"":71,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237076396077}"
validation:block_connected,block_connected,147a88cb1710d950136fd86211e9dbb7fabcf2245285e89ada764294046f2905,237076396264,160696077952,-76380318312,"{""type"":""block_connected"",""hash"":""147a88cb1710d950136fd86211e9dbb7fabcf2245285e89ada764294046f2905"",""height"":71,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":197917,""timestamp_us"":237076396264}"
(internal BlockChecked),block_validated,147a88cb1710d950136fd86211e9dbb7fabcf2245285e89ada764294046f2905,237076396268,160696077985,-76380318283,"{""type"":""block_validated"",""hash"":""147a88cb1710d950136fd86211e9dbb7fabcf2245285e89ada764294046f2905"",""height"":-1,""tx_count"":1,""received_us"":237076396268,""validated_us"":237076396268,""accepted"":true}"
utxocache:add,utxocache_add,b30494e43b1276b7db9f0f524d0c1023301f23cce158eaefaaafd5e726d49eba:0,237076396415,160696078114,-76380318301,"{""type"":""utxocache_add"",""txid"":""b30494e43b1276b7db9f0f524d0c1023301f23cce158eaefaaafd5e726d49eba"",""vout"":0,""height"":72,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237076396415}"
utxocache:add,utxocache_add,b30494e43b1276b7db9f0f524d0c1023301f23cce158eaefaaafd5e726d49eba:0,237076396558,160696078238,-76380318320,"{""type"":""utxocache_add"",""txid"":""b30494e43b1276b7db9f0f524d0c1023301f23cce158eaefaaafd5e726d49eba"",""vout"":0,""height"":72,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237076396558}"
validation:block_connected,block_connected,2ddb85c72cbd910dbf430821c0397fbabbf2bb71f42c97b2d094130455dad797,237076396733,160696078419,-76380318314,"{""type"":""block_connected"",""hash"":""2ddb85c72cbd910dbf430821c0397fbabbf2bb71f42c97b2d094130455dad797"",""height"":72,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":176792,""timestamp_us"":237076396733}"
(internal BlockChecked),block_validated,2ddb85c72cbd910dbf430821c0397fbabbf2bb71f42c97b2d094130455dad797,237076396737,160696078463,-76380318274,"{""type"":""block_validated"",""hash"":""2ddb85c72cbd910dbf430821c0397fbabbf2bb71f42c97b2d094130455dad797"",""height"":-1,""tx_count"":1,""received_us"":237076396737,""validated_us"":237076396737,""accepted"":true}"
utxocache:add,utxocache_add,e5f549935d11b05025e52504f014529ebe50677435d0c629eeb74cd055019c22:0,237076396852,160696078544,-76380318308,"{""type"":""utxocache_add"",""txid"":""e5f549935d11b05025e52504f014529ebe50677435d0c629eeb74cd055019c22"",""vout"":0,""height"":73,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237076396852}"
utxocache:add,utxocache_add,e5f549935d11b05025e52504f014529ebe50677435d0c629eeb74cd055019c22:0,237076396983,160696078661,-76380318322,"{""type"":""utxocache_add"",""txid"":""e5f549935d11b05025e52504f014529ebe50677435d0c629eeb74cd055019c22"",""vout"":0,""height"":73,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237076396983}"
validation:block_connected,block_connected,1733a4c33e292aa6f281e973ad1e8d945ed09d79924a7c4b474ef36f8cbbe18b,237076397881,160696079575,-76380318306,"{""type"":""block_connected"",""hash"":""1733a4c33e292aa6f281e973ad1e8d945ed09d79924a7c4b474ef36f8cbbe18b"",""height"":73,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":899916,""timestamp_us"":237076397881}"
